ORPHA:276413	10q22.3q23.3 microdeletion syndrome
OMIM:307200	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE III; IGHD3;;IGHD III;;GROWTH HORMONE DEFICIENCY WITH HYPOGAMMAGLOBULINEMIA;;HYPOGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;AGAMMAGLOBULINEMIA AND ISOLATED GROWTH HORMONE DEFICIENCY, X-LINKED;;FLEISHER SYNDROME
OMIM:618160	ISOLATED GROWTH HORMONE DEFICIENCY, TYPE V; IGHD5
ORPHA:2128	Isolated hemihyperplasia
ORPHA:2345	Isolated Klippel-Feil syndrome
ORPHA:1084	Isolated lissencephaly type 1 without known genetic defects
ORPHA:137902	Isolated optic nerve hypoplasia/aplasia
ORPHA:166119	Isolated osteopoikilosis
ORPHA:63440	Isolated oxycephaly
ORPHA:718	Isolated Pierre Robin syndrome
ORPHA:35098	Isolated plagiocephaly
ORPHA:2924	Isolated polycystic liver disease
ORPHA:2338	Isolated punctate palmoplantar keratoderma
ORPHA:35093	Isolated scaphocephaly
ORPHA:440713	Isolated sedoheptulokinase deficiency
ORPHA:823	Isolated spina bifida
ORPHA:2440	Isolated split hand-split foot malformation
ORPHA:3208	Isolated succinate-CoQ reductase deficiency
ORPHA:90674	Isolated thyroid-stimulating hormone deficiency
ORPHA:3366	Isolated trigonocephaly
OMIM:243440	ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME
OMIM:243440	ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME;;MICROTIA-AORTIC ARCH SYNDROME
ORPHA:2306	Isotretinoin-like syndrome
ORPHA:2305	Isotretinoin syndrome
ORPHA:33	Isovaleric acidemia
OMIM:243500	ISOVALERIC ACIDEMIA
OMIM:243500	ISOVALERIC ACIDEMIA; IVA;;ISOVALERIC ACID CoA DEHYDROGENASE DEFICIENCY;;IVD DEFICIENCY
OMIM:243450	ISOVALERIC ACID, INABILITY TO SMELL
ORPHA:352479	ISPD-related  limb-girdle muscular dystrophy R20
ORPHA:2307	IVIC syndrome
OMIM:147750	IVIC SYNDROME
OMIM:617988	JABERI-ELAHI SYNDROME; JABELS
ORPHA:1540	Jackson-Weiss syndrome
OMIM:123150	JACKSON-WEISS SYNDROME
OMIM:123150	JACKSON-WEISS SYNDROME; JWS;;CRANIOSYNOSTOSIS, MIDFACIAL HYPOPLASIA, AND FOOT ABNORMALITIES
ORPHA:2308	Jacobsen syndrome
OMIM:147791	JACOBSEN SYNDROME
OMIM:147791	JACOBSEN SYNDROME; JBS;;CHROMOSOME 11q DELETION SYNDROME;;PARTIAL 11q MONOSOMY SYNDROME
ORPHA:1873	Jalili syndrome
OMIM:217080	JALILI SYNDROME;;CONE-ROD DYSTROPHY AND AMELOGENESIS IMPERFECTA
ORPHA:79139	Japanese encephalitis
OMIM:308600	JAUNDICE, FAMILIAL OBSTRUCTIVE, OF INFANCY
OMIM:251255	Jawad syndrome
OMIM:243600	JEJUNAL ATRESIA
OMIM:243600	JEJUNAL ATRESIA;;APPLE PEEL SYNDROME;;APPLE PEEL SMALL BOWEL SYNDROME; APSB
ORPHA:100077	Jejunal neuroendocrine tumor
ORPHA:90647	Jervell and Lange-Nielsen syndrome
OMIM:220400	JERVELL AND LANGE-NIELSEN SYNDROME
OMIM:220400	JERVELL AND LANGE-NIELSEN SYNDROME 1
OMIM:612347	JERVELL AND LANGE-NIELSEN SYNDROME 2
OMIM:612347	JERVELL AND LANGE-NIELSEN SYNDROME 2; JLNS2
ORPHA:33314	Jessner lymphocytic infiltration of the skin
ORPHA:474	Jeune syndrome
ORPHA:2315	Johanson-Blizzard syndrome
OMIM:243800	JOHANSON-BLIZZARD SYNDROME
OMIM:243800	JOHANSON-BLIZZARD SYNDROME; JBS
OMIM:243800	JOHANSON-BLIZZARD SYNDROME; JBS;;NASAL ALAR HYPOPLASIA, HYPOTHYROIDISM, PANCREATIC ACHYLIA, AND CONGENITALDEAFNESS
ORPHA:2316	Johnson neuroectodermal syndrome
OMIM:147770	JOHNSON NEUROECTODERMAL SYNDROME
OMIM:147770	JOHNSON NEUROECTODERMAL SYNDROME;;JOHNSON-MCMILLIN SYNDROME; JMS;;ALOPECIA-ANOSMIA-DEAFNESS-HYPOGONADISM SYNDROME;;AADH SYNDROME
OMIM:147900	JOINT LAXITY, FAMILIAL
OMIM:617662	JOINT LAXITY, SHORT STATURE, AND MYOPIA; JLSM
ORPHA:475	Joubert syndrome
OMIM:213300	JOUBERT SYNDROME
OMIM:213300	JOUBERT SYNDROME 1
OMIM:300804	JOUBERT SYNDROME 10
OMIM:300804	JOUBERT SYNDROME 10; JBTS10
OMIM:614173	JOUBERT SYNDROME 13; JBTS13
OMIM:614424	JOUBERT SYNDROME 14
OMIM:614424	JOUBERT SYNDROME 14; JBTS14
OMIM:614464	JOUBERT SYNDROME 15
OMIM:614464	JOUBERT SYNDROME 15; JBTS15JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED;;JOUBERT SYNDROME 12/15, DIGENIC, INCLUDED
OMIM:614465	Joubert syndrome 16
OMIM:614615	JOUBERT SYNDROME 17; JBTS17
OMIM:614815	JOUBERT SYNDROME 18; JBTS18
OMIM:213300	JOUBERT SYNDROME 1; JBTS1;;JOUBERT SYNDROME; JBTS;;JOUBERT-BOLTSHAUSER SYNDROME;;CEREBELLOPARENCHYMAL DISORDER IV; CPD4;;CEREBELLOOCULORENAL SYNDROME 1; CORS1
OMIM:608091	JOUBERT SYNDROME 2
OMIM:614970	JOUBERT SYNDROME 20; JBTS20
OMIM:615636	JOUBERT SYNDROME 21
OMIM:615636	JOUBERT SYNDROME 21; JBTS21
OMIM:615665	JOUBERT SYNDROME 22; JBTS22
OMIM:616490	JOUBERT SYNDROME 23; JBTS23
OMIM:616654	JOUBERT SYNDROME 24
OMIM:616654	JOUBERT SYNDROME 24; JBTS24
OMIM:616781	JOUBERT SYNDROME 25
OMIM:616784	JOUBERT SYNDROME 26
OMIM:617120	JOUBERT SYNDROME 27
OMIM:617121	JOUBERT SYNDROME 28
OMIM:608091	JOUBERT SYNDROME 2; JBTS2;;CEREBELLOOCULORENAL SYNDROME 2; CORS2
OMIM:608629	JOUBERT SYNDROME 3
OMIM:617622	JOUBERT SYNDROME 30; JBTS30
OMIM:617761	JOUBERT SYNDROME 31; JBTS31
OMIM:617757	JOUBERT SYNDROME 32; JBTS32
OMIM:617767	JOUBERT SYNDROME 33; JBTS33
OMIM:618161	JOUBERT SYNDROME 35; JBTS35
OMIM:618763	Joubert syndrome 36
OMIM:608629	JOUBERT SYNDROME 3; JBTS3
OMIM:609583	JOUBERT SYNDROME 4
OMIM:609583	JOUBERT SYNDROME 4; JBTS4
OMIM:610188	JOUBERT SYNDROME 5
OMIM:610688	JOUBERT SYNDROME 6
OMIM:610688	JOUBERT SYNDROME 6; JBTS6
OMIM:611560	JOUBERT SYNDROME 7
OMIM:611560	JOUBERT SYNDROME 7; JBTS7
OMIM:612291	JOUBERT SYNDROME 8
OMIM:612291	JOUBERT SYNDROME 8; JBTS8
OMIM:612285	JOUBERT SYNDROME 9; JBTS9
OMIM:612285	JOUBERT SYNDROME 9; JBTS9JOUBERT SYNDROME 9/15, DIGENIC, INCLUDED
OMIM:213300	JOUBERT SYNDROME; JBTS;;JOUBERT-BOLTSHAUSER SYNDROME;;CEREBELLOPARENCHYMAL DISORDER IV; CPD4JOUBERT SYNDROME 1, INCLUDED; JBTS1, INCLUDED;;CEREBELLOOCULORENAL SYNDROME 1, INCLUDED; CORS1, INCLUDED
ORPHA:1454	Joubert syndrome with hepatic defect
ORPHA:397715	Joubert syndrome with Jeune asphyxiating thoracic dystrophy
ORPHA:220493	Joubert syndrome with ocular defect
ORPHA:2318	Joubert syndrome with oculorenal defect
ORPHA:220497	Joubert syndrome with renal defect
ORPHA:2319	Juberg-Hayward syndrome
ORPHA:93972	Juberg-Marsidi syndrome
OMIM:244100	JUMPING FRENCHMAN OF MAINE
ORPHA:79402	Junctional epidermolysis bullosa, generalized intermediate
ORPHA:79404	Junctional epidermolysis bullosa, generalized severe
ORPHA:79405	Junctional epidermolysis bullosa inversa
ORPHA:89840	Junctional epidermolysis bullosa, non-Herlitz type
ORPHA:79403	Junctional epidermolysis bullosa-pyloric atresia syndrome
ORPHA:2321	Jung syndrome
ORPHA:1941	Juvenile absence epilepsy
ORPHA:300605	Juvenile amyotrophic lateral sclerosis
OMIM:618795	Juvenile arthritis
ORPHA:93672	Juvenile dermatomyositis
ORPHA:98977	Juvenile glaucoma
ORPHA:248111	Juvenile Huntington disease
ORPHA:2028	Juvenile hyaline fibromatosis
ORPHA:92	Juvenile idiopathic arthritis
OMIM:607785	JUVENILE MYELOMONOCYTIC LEUKEMIA
OMIM:607785	JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML;;LEUKEMIA, JUVENILE MYELOMONOCYTICLEUKEMIA, CHRONIC MYELOMONOCYTIC, INCLUDED; CMML, INCLUDED
ORPHA:307	Juvenile myoclonic epilepsy
ORPHA:289596	Juvenile nasopharyngeal angiofibroma
ORPHA:79264	Juvenile neuronal ceroid lipofuscinosis
ORPHA:445062	Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome
ORPHA:2801	Juvenile Paget disease
OMIM:175050	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME; JPHT
OMIM:175050	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME;JPHT;;JP/HHT SYNDROME;;JUVENILE POLYPOSIS WITH HEREDITARY HEMORRHAGIC TELANGIECTASIA;;JPS/HHT;;TELANGIECTASIA, HEREDITARY HEMORRHAGIC, WITH JUVENILE POLYPOSIS COLI;;POLYPOSIS, GENERALIZED JUVENILE, WITH PULMONARY ARTERIOVENOUS MALFORMATION
OMIM:175050	JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME JPHT JUVENILE POLYPOSIS WITH HEREDITARY HEMORRHAGIC TELANGIECTASIA JPS/HHT TELANGIECTASIA, HEREDITARY HEMORRHAGIC, WITH JUVENILE POLYPOSIS COLI POLYPOSIS, GENERALIZED JUVENILE, WITH PULMONARY ARTERIOVENOUS MALFORMATION
ORPHA:79076	Juvenile polyposis of infancy
ORPHA:2929	Juvenile polyposis syndrome
OMIM:174900	JUVENILE POLYPOSIS SYNDROME; JPS;;POLYPOSIS, JUVENILE INTESTINAL; PJI;;JUVENILE INTESTINAL POLYPOSIS; JIP;;POLYPOSIS, FAMILIAL, OF ENTIRE GASTROINTESTINAL TRACTJUVENILE POLYPOSIS OF STOMACH, INCLUDED;;JUVENILE POLYPOSIS COLI, INCLUDED
OMIM:174900	JUVENILE POLYPOSIS SYNDROME JUVENILE INTESTINAL POLYPOSIS POLYPOSIS, FAMILIAL, OF ENTIRE GASTROINTESTINAL TRACT JUVENILE POLYPOSIS OF STOMACH, INCLUDED JUVENILE POLYPOSIS COLI, INCLUDED
ORPHA:247604	Juvenile primary lateral sclerosis
ORPHA:93399	Juvenile sialidosis type 2
ORPHA:26137	Juvenile temporal arteritis
ORPHA:158000	Juvenile xanthogranuloma
ORPHA:2322	Kabuki syndrome
OMIM:147920	KABUKI SYNDROME
OMIM:147920	KABUKI SYNDROME 1
OMIM:147920	KABUKI SYNDROME 1; KABUK1;;KABUKI SYNDROME;;KABUKI MAKE-UP SYNDROME; KMS;;NIIKAWA-KUROKI SYNDROME
OMIM:300867	KABUKI SYNDROME 2
OMIM:300867	KABUKI SYNDROME 2; KABUK2
ORPHA:254519	Kagami-Ogata syndrome
OMIM:608149	KAGAMI-OGATA SYNDROME
OMIM:608149	KAGAMI-OGATA SYNDROME;;UNIPARENTAL DISOMY, PATERNAL, CHROMOSOME 14
OMIM:612713	KAHRIZI SYNDROME
OMIM:612713	KAHRIZI SYNDROME; KHRZ;;MENTAL RETARDATION, CATARACT, COLOBOMA, AND KYPHOSIS, AUTOSOMAL RECESSIVE
ORPHA:478	Kallmann syndrome
OMIM:147950	KALLMANN SYNDROME 2
ORPHA:2326	Kallmann syndrome-heart disease syndrome
OMIM:308750	KALLMANN SYNDROME WITH SPASTIC PARAPLEGIA
OMIM:609242	KANZAKI DISEASE
OMIM:609242	KANZAKI DISEASE;;ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE II;;ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, ADULT-ONSET;;NAGA DEFICIENCY, TYPE II;;SCHINDLER DISEASE, TYPE II
ORPHA:464329	Kaposiform lymphangiomatosis
ORPHA:33276	Kaposi sarcoma
OMIM:148000	Kaposi sarcoma, susceptibility to
ORPHA:2328	Kapur-Toriello syndrome
OMIM:244300	KAPUR-TORIELLO SYNDROME
OMIM:244300	KAPUR-TORIELLO SYNDROME;;LONG COLUMELLA WITH CLEFT LIP/PALATE AND EYE, HEART, AND INTESTINALANOMALIES
OMIM:244400	KARTAGENER SYNDROME
ORPHA:2330	Kasabach-Merritt syndrome
OMIM:244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME
OMIM:244450	KAUFMAN OCULOCEREBROFACIAL SYNDROME; KOS
ORPHA:2331	Kawasaki disease
ORPHA:2332	KBG syndrome
OMIM:148050	KBG SYNDROME
OMIM:148050	KBG SYNDROME; KBGS;;MACRODONTIA, MENTAL RETARDATION, CHARACTERISTIC FACIES, SHORT STATURE,AND SKELETAL ANOMALIES
ORPHA:439218	KCNQ2-related epileptic encephalopathy
ORPHA:480	Kearns-Sayre syndrome
OMIM:530000	KEARNS-SAYRE SYNDROME
OMIM:530000	KEARNS-SAYRE SYNDROME; KSS
ORPHA:2662	Keipert syndrome
OMIM:301026	KEIPERT SYNDROME; KPTS
OMIM:148100	KELOIDS
ORPHA:481	Kennedy disease
OMIM:600908	KENNERKNECHT SYNDROME
OMIM:600908	KENNERKNECHT SYNDROME;;AGONADISM, 46,XY, WITH MENTAL RETARDATION, SHORT STATURE, RETARDEDBONE AGE, AND MULTIPLE EXTRAGENITAL MALFORMATIONS
OMIM:244460	KENNY-CAFFEY SYNDROME, TYPE 1
OMIM:244460	KENNY-CAFFEY SYNDROME, TYPE 1; KCS1;;KCS;;KENNY-CAFFEY SYNDROME, AUTOSOMAL RECESSIVE
OMIM:127000	KENNY-CAFFEY SYNDROME, TYPE 2
OMIM:127000	KENNY-CAFFEY SYNDROME, TYPE 2; KCS2
OMIM:127000	KENNY-CAFFEY SYNDROME, TYPE 2; KCS2;;DWARFISM, CORTICAL THICKENING OF TUBULAR BONES, AND TRANSIENT HYPOCALCEMIA;;KENNY SYNDROME
ORPHA:435628	Keppen-Lubinsky syndrome
OMIM:614098	KEPPEN-LUBINSKY SYNDROME; KPLBS
OMIM:148200	KERATITIS FUGAX HEREDITARIA
OMIM:148190	KERATITIS, HEREDITARY
OMIM:148210	KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT
OMIM:148210	KERATITIS-ICHTHYOSIS-DEAFNESS SYNDROME, AUTOSOMAL DOMINANT;;KID SYNDROME, AUTOSOMAL DOMINANT
OMIM:148300	KERATOCONUS 1
OMIM:148300	KERATOCONUS 1; KTCN1
OMIM:614622	KERATOCONUS 5; KTCN5
OMIM:614623	KERATOCONUS 6; KTCN6
OMIM:614629	KERATOCONUS 7; KTCN7
OMIM:614628	KERATOCONUS 8; KTCN8
OMIM:617928	KERATOCONUS 9; KTCN9
OMIM:244600	KERATOCONUS POSTICUS CIRCUMSCRIPTUS
ORPHA:494	Keratoderma hereditarium mutilans
ORPHA:79395	Keratoderma hereditarium mutilans with ichthyosis
OMIM:244850	KERATODERMA, PALMOPLANTAR, NORRBOTTEN RECESSIVE TYPE
OMIM:614936	KERATODERMA, PALMOPLANTAR, PUNCTATE TYPE IB; PPKP1B
OMIM:148350	KERATODERMA, PALMOPLANTAR, WITH DEAFNESS
OMIM:148360	KERATODERMA, PALMOPLANTAR, WITH NAIL DYSTROPHY AND HEREDITARY MOTOR-SENSORY
OMIM:148360	KERATODERMA, PALMOPLANTAR, WITH NAIL DYSTROPHY AND HEREDITARY MOTOR-SENSORYNEUROPATHY;;AXONAL NEUROPATHY WITH PALMOPLANTAR KERATODERMA;;CHARCOT-MARIE-TOOTH DISEASE WITH PALMOPLANTAR KERATODERMA AND NAILDYSTROPHY
OMIM:148200	KERATOENDOTHELIITIS FUGAX HEREDITARIA; KEFH
ORPHA:50943	Keratolytic winter erythema
OMIM:148370	KERATOLYTIC WINTER ERYTHEMA
OMIM:148370	KERATOLYTIC WINTER ERYTHEMA; KWE
OMIM:148390	KERATOSIS, FAMILIAL ACTINIC
OMIM:148730	KERATOSIS, FOCAL PALMOPLANTAR AND GINGIVAL
OMIM:308830	KERATOSIS FOLLICULARIS, DWARFISM, AND CEREBRAL ATROPHY
ORPHA:2339	Keratosis follicularis-dwarfism-cerebral atrophy syndrome
OMIM:612843	Keratosis follicularis spinulosa decalvans
OMIM:612843	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, AUTOSOMAL DOMINANT; KFSD
OMIM:308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED
OMIM:308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX
OMIM:308800	KERATOSIS FOLLICULARIS SPINULOSA DECALVANS, X-LINKED; KFSDX;;KERATOSIS FOLLICULARIS SPINULOSA DECALVANS CUM OPHIASI
ORPHA:281201	Keratosis linearis-ichthyosis congenita-sclerosing keratoderma syndrome
OMIM:601952	KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA
OMIM:601952	KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA;;KLICK SYNDROME
ORPHA:86919	Keratosis palmaris et plantaris-clinodactyly syndrome
OMIM:148520	KERATOSIS PALMARIS ET PLANTARIS WITH CLINODACTYLY
OMIM:148600	KERATOSIS PALMOPLANTARIS PAPULOSA
OMIM:148700	KERATOSIS PALMOPLANTARIS STRIATA I
OMIM:607654	Keratosis palmoplantaris striata III
OMIM:612908	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2
OMIM:612908	KERATOSIS PALMOPLANTARIS STRIATA II; PPKS2;;KERATODERMA, PALMOPLANTAR, STRIATE FORM II; KPPS2;;STRIATE PALMOPLANTAR KERATODERMA II; SPPK2
ORPHA:498	Keratosis pilaris atrophicans
OMIM:604093	KERATOSIS PILARIS ATROPHICANS
OMIM:604093	KERATOSIS PILARIS ATROPHICANS; KPA
OMIM:182000	Keratosis, seborrheic, somatic
ORPHA:499	Kerion celsi
ORPHA:293807	Ketamine-induced biliary dilatation
OMIM:245100	KETOACIDURIA WITH MENTAL DEFICIENCY AND OTHER FEATURES
OMIM:245100	KETOACIDURIA WITH MENTAL DEFICIENCY AND OTHER FEATURES;;RICHARDS-RUNDLE SYNDROME;;ATAXIA-DEAFNESS-RETARDATION SYNDROME WITH KETOACIDURIA
OMIM:245130	KETOADIPICACIDURIA
ORPHA:85202	Keutel syndrome
OMIM:245150	KEUTEL SYNDROME
OMIM:245150	KEUTEL SYNDROME; KTLS
OMIM:245150	KEUTEL SYNDROME;;PULMONIC STENOSIS, BRACHYTELEPHALANGISM, AND CALCIFICATION OF CARTILAGES
OMIM:618460	KHAN-KHAN-KATSANIS SYNDROME; 3KS
ORPHA:477	KID syndrome
ORPHA:97332	Kienbock disease
OMIM:245180	KIFAFA SEIZURE DISORDER
ORPHA:50918	Kikuchi-Fujimoto disease
ORPHA:482	Kimura disease
ORPHA:2908	Kindler syndrome
OMIM:173650	KINDLER SYNDROME
OMIM:173650	KINDLER SYNDROME; KNDLRS
ORPHA:99978	Klatskin tumor
OMIM:148800	KLEEBLATTSCHAEDEL SYNDROME
ORPHA:261494	Kleefstra syndrome
OMIM:610253	KLEEFSTRA SYNDROME
OMIM:617768	KLEEFSTRA SYNDROME 2; KLEFS2
OMIM:610253	KLEEFSTRA SYNDROME;;CHROMOSOME 9q34.3 DELETION SYNDROME;;9q- SYNDROME;;9q SUBTELOMERIC DELETION SYNDROME
ORPHA:96147	Kleefstra syndrome due to 9q34 microdeletion
OMIM:148840	KLEINE-LEVIN HIBERNATION SYNDROME
ORPHA:399081	KLHL9-related early-onset distal myopathy
OMIM:118100	KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT
OMIM:118100	KLIPPEL-FEIL SYNDROME 1, AUTOSOMAL DOMINANT; KFS1
OMIM:613702	Klippel-Feil syndrome 3, autosomal dominant
OMIM:616549	Klippel-Feil syndrome 4, autosomal recessive, with myopathy and facial dysmorphism
OMIM:214300	KLIPPEL-FEIL SYNDROME, AUTOSOMAL RECESSIVE
ORPHA:90308	Klippel-Trénaunay syndrome
OMIM:149000	KLIPPEL-TRENAUNAY-WEBER SYNDROME
OMIM:149000	KLIPPEL-TRENAUNAY-WEBER SYNDROME;;KTW SYNDROME;;KLIPPEL-TRENAUNAY SYNDROME; KTS;;ANGIOOSTEOHYPERTROPHY SYNDROME
ORPHA:485	Kniest dysplasia
OMIM:156550	KNIEST DYSPLASIA
OMIM:245190	KNIEST-LIKE DYSPLASIA, LETHAL
OMIM:245160	KNIEST-LIKE DYSPLASIA WITH PURSED LIPS AND ECTOPIA LENTIS
OMIM:245160	KNIEST-LIKE DYSPLASIA WITH PURSED LIPS AND ECTOPIA LENTIS;;BURTON SYNDROME
ORPHA:1571	Knobloch syndrome
OMIM:267750	KNOBLOCH SYNDROME 1; KNO1
OMIM:267750	KNOBLOCH SYNDROME, TYPE I
OMIM:149100	KNUCKLE PADS
OMIM:149200	KNUCKLE PADS, LEUKONYCHIA, AND SENSORINEURAL DEAFNESS
ORPHA:2698	Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome
OMIM:226750	KOHLSCHUTTER-TONZ SYNDROME
OMIM:226750	KOHLSCHUTTER-TONZ SYNDROME; KTZS;;EPILEPSY AND YELLOW TEETH;;EPILEPSY, DEMENTIA, AND AMELOGENESIS IMPERFECTA;;KOHLSCHUTTER SYNDROME
OMIM:149300	KOILONYCHIA, HEREDITARY
OMIM:610443	Koolen-De Vries syndrome
ORPHA:96169	Koolen-De Vries syndrome
OMIM:616592	KOSAKI OVERGROWTH SYNDROME; KOGS
OMIM:616592	KOSAKI OVERGROWTH SYNDROME; KOGS;;SKELETAL OVERGROWTH WITH FACIAL DYSMORPHISM, HYPERELASTIC SKIN, WHITEMATTER LESIONS, AND NEUROLOGIC DETERIORATION
ORPHA:487	Krabbe disease
OMIM:245200	KRABBE DISEASE
OMIM:611722	KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY
OMIM:611722	KRABBE DISEASE, ATYPICAL, DUE TO SAPOSIN A DEFICIENCY;;SAPOSIN A DEFICIENCY
OMIM:245200	KRABBE DISEASE;;GLOBOID CELL LEUKODYSTROPHY; GLD; GCL;;GLOBOID CELL LEUKOENCEPHALOPATHY;;GALACTOSYLCERAMIDE BETA-GALACTOSIDASE DEFICIENCY;;GALACTOCEREBROSIDASE DEFICIENCY;;GALC DEFICIENCY
ORPHA:306674	Kufor-Rakeb syndrome
OMIM:606693	KUFOR-RAKEB SYNDROME
OMIM:606693	KUFOR-RAKEB SYNDROME; KRS;;PARKINSON DISEASE 9, AUTOSOMAL RECESSIVE; PARK9;;PALLIDOPYRAMIDAL DEGENERATION WITH SUPRANUCLEAR UPGAZE PARESIS ANDDEMENTIA; KRPPD
OMIM:606693	KUFOR-RAKEB SYNDROME; KRS;;PARKINSON DISEASE 9, AUTOSOMAL RECESSIVE; PARK9;;PALLIDOPYRAMIDAL DEGENERATION WITH SUPRANUCLEAR UPGAZE PARESIS ANDDEMENTIA; KRPPDCEROID LIPOFUSCINOSIS, NEURONAL, 12, INCLUDED; CLN12, INCLUDED
ORPHA:1149	Kuskokwim syndrome
ORPHA:1801	Kyphomelic dysplasia
OMIM:211350	KYPHOMELIC DYSPLASIA
OMIM:211350	KYPHOMELIC DYSPLASIA;;BOWING, CONGENITAL, WITH SHORT BONES
ORPHA:496689	Kyphoscoliosis-lateral tongue atrophy-hereditary spastic paraplegia syndrome
ORPHA:536545	Kyphoscoliotic Ehlers-Danlos syndrome
ORPHA:300179	Kyphoscoliotic Ehlers-Danlos syndrome due to FKBP22 deficiency
ORPHA:1900	Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency
OMIM:149500	KYRLE DISEASE
ORPHA:275543	L1 syndrome
ORPHA:79314	L-2-hydroxyglutaric aciduria
OMIM:236792	L-2-HYDROXYGLUTARIC ACIDURIA
OMIM:236792	L-2-HYDROXYGLUTARIC ACIDURIA;;L-2-HYDROXYGLUTARIC ACIDEMIA
OMIM:149600	LABIA MINORA, INCOMPLETE ADHESION OF
OMIM:149700	LACRIMAL DUCT DEFECT
OMIM:149700	LACRIMAL DUCT DEFECT; LCDD
OMIM:149700	LACRIMAL DUCT DEFECT; LCDD;;NASOLACRIMAL DUCT OBSTRUCTION;;LACRIMAL PUNCTA, ABSENCE OF
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME; LADD
OMIM:149730	LACRIMOAURICULODENTODIGITAL SYNDROME; LADD;;LEVY-HOLLISTER SYNDROME
OMIM:223000	LACTASE DEFICIENCY, CONGENITAL
OMIM:223100	Lactase persistence/nonpersistence
OMIM:614128	LACTATE DEHYDROGENASE B DEFICIENCY; LDHBD
OMIM:150170	LACTIC ACIDOSIS, CHRONIC ADULT FORM
OMIM:245450	LACTIC ACIDURIA DUE TO D-LACTIC ACID
ORPHA:501	Lafora disease
ORPHA:59135	Laing early-onset distal myopathy
OMIM:600775	LAMBDOID SYNOSTOSIS
OMIM:600775	LAMBDOID SYNOSTOSIS;;CRANIOSYNOSTOSIS, LAMBDOIDAL
ORPHA:43393	Lambert-Eaton myasthenic syndrome
ORPHA:1296	Lambert syndrome
OMIM:245550	LAMBERT SYNDROME
OMIM:245552	LAMBOTTE SYNDROME
OMIM:245552	LAMBOTTE SYNDROME;;MICROCEPHALY, HOLOPROSENCEPHALY, AND INTRAUTERINE GROWTH RETARDATION
ORPHA:530983	Lamb-Shaffer syndrome
OMIM:616803	LAMB-SHAFFER SYNDROME
ORPHA:313	Lamellar ichthyosis
ORPHA:258	Laminin subunit alpha 2-related congenital muscular dystrophy
OMIM:245570	LANDAU-KLEFFNER SYNDROME
ORPHA:2632	Langer mesomelic dysplasia
OMIM:249700	LANGER MESOMELIC DYSPLASIA
OMIM:249700	LANGER MESOMELIC DYSPLASIA; LMD;;DYSCHONDROSTEOSIS, HOMOZYGOUS;;MESOMELIC DWARFISM OF THE HYPOPLASTIC ULNA, FIBULA, AND MANDIBLE TYPE
OMIM:617182	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA
OMIM:617182	LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA; LADCI
ORPHA:626	Large congenital melanocytic nevus
ORPHA:633	Laron syndrome
OMIM:262500	LARON SYNDROME
ORPHA:2370	Larsen-like osseous dysplasia-short stature syndrome
OMIM:608545	Larsen-like syndrome
OMIM:245650	LARSEN-LIKE SYNDROME, LETHAL TYPE
ORPHA:503	Larsen syndrome
OMIM:150250	LARSEN SYNDROME, AUTOSOMAL DOMINANT
OMIM:150250	LARSEN SYNDROME; LRS
ORPHA:2808	Laryngeal abductor paralysis
